"Number","Name","Class","Position","Hometown","Team","Simple.Hometown","Label","Lon","Lat","Season"
30,"Sean Cleary","SO","G","Centerville, Massachusetts","Massachusetts-Lowell","centerville massachusetts","Massachusetts-Lowell: 30 Sean Cleary - Centerville, Massachusetts (SO-G)",-70.3500545,41.6570445,20162017
31,"Christoffer Hernberg","SO","G","Espoo, Finland","Massachusetts-Lowell","espoo finland","Massachusetts-Lowell: 31 Christoffer Hernberg - Espoo, Finland (SO-G)",24.6559001,60.2054911,20162017
33,"Tyler Wall","FR","G","Leamington, Ontario","Massachusetts-Lowell","leamington ontario","Massachusetts-Lowell: 33 Tyler Wall - Leamington, Ontario (FR-G)",-82.5998874,42.0531634,20162017
1,"Brandon Wildung","JR","G","Nassau, Minnesota","Mercyhurst","nassau minnesota","Mercyhurst: 01 Brandon Wildung - Nassau, Minnesota (JR-G)",-96.4444444,45.0680556,20162017
2,"Alexander Carlson","SO","D","Lakewood, New York","Mercyhurst","lakewood new york","Mercyhurst: 02 Alexander Carlson - Lakewood, New York (SO-D)",-79.3331041,42.1042241,20162017
3,"Jack Riley","JR","F","West Point, New York","Mercyhurst","west point new york","Mercyhurst: 03 Jack Riley - West Point, New York (JR-F)",-73.9559721,41.3914827,20162017
4,"Lester Lancaster","SO","D","Ypsilanti, Michigan","Mercyhurst","ypsilanti michigan","Mercyhurst: 04 Lester Lancaster - Ypsilanti, Michigan (SO-D)",-83.6129939,42.2411499,20162017
5,"Zach Todd","JR","D","Holden, Massachusetts","Mercyhurst","holden massachusetts","Mercyhurst: 05 Zach Todd - Holden, Massachusetts (JR-D)",-71.8634062,42.3517585,20162017
6,"Brendan Riley","FR","F","West Point, New York","Mercyhurst","west point new york","Mercyhurst: 06 Brendan Riley - West Point, New York (FR-F)",-73.9559721,41.3914827,20162017
7,"Tyler Enns","JR","D","Mississauga, Ontario","Mercyhurst","mississauga ontario","Mercyhurst: 07 Tyler Enns - Mississauga, Ontario (JR-D)",-79.6441198,43.5890452,20162017
8,"Kane Elliot","JR","F","Mississauga, Ontario","Mercyhurst","mississauga ontario","Mercyhurst: 08 Kane Elliot - Mississauga, Ontario (JR-F)",-79.6441198,43.5890452,20162017
10,"Jeremy Wu","SO","D","Pickering, Ontario","Mercyhurst","pickering ontario","Mercyhurst: 10 Jeremy Wu - Pickering, Ontario (SO-D)",-79.0867579,43.8384117,20162017
11,"Jonathan Charbonneau","JR","F","Saint-Colomban, Qu<U+FFFD>bec","Mercyhurst","saintcolomban quebec","Mercyhurst: 11 Jonathan Charbonneau - Saint-Colomban, Qu<U+FFFD>bec (JR-F)",-74.1378547,45.7399955,20162017
12,"Nathan Ferriero","JR","F","Essex, Massachusetts","Mercyhurst","essex massachusetts","Mercyhurst: 12 Nathan Ferriero - Essex, Massachusetts (JR-F)",-70.7829315,42.6319582,20162017
13,"Josh Lammon","SO","F","Jackson, Michigan","Mercyhurst","jackson michigan","Mercyhurst: 13 Josh Lammon - Jackson, Michigan (SO-F)",-84.4013462,42.245869,20162017
14,"Chris Makowski","SO","F","Dix Hills, New York","Mercyhurst","dix hills new york","Mercyhurst: 14 Chris Makowski - Dix Hills, New York (SO-F)",-73.3362298,40.8048207,20162017
15,"Tommaso Bucci","SO","F","Franklin Square, New York","Mercyhurst","franklin square new york","Mercyhurst: 15 Tommaso Bucci - Franklin Square, New York (SO-F)",-73.6759635,40.7073244,20162017
16,"Matthew Whittaker","SO","F","Toronto, Ontario","Mercyhurst","toronto ontario","Mercyhurst: 16 Matthew Whittaker - Toronto, Ontario (SO-F)",-79.3831843,43.653226,20162017
18,"Patrick Piacentini","JR","D","Maple, Ontario","Mercyhurst","maple ontario","Mercyhurst: 18 Patrick Piacentini - Maple, Ontario (JR-D)",-79.5272836,43.8517618,20162017
19,"Taylor Best","SO","F","Whitby, Ontario","Mercyhurst","whitby ontario","Mercyhurst: 19 Taylor Best - Whitby, Ontario (SO-F)",-78.9429329,43.8975446,20162017
20,"Stephen Hrehoriak","SR","F","Stittsville, Ontario","Mercyhurst","stittsville ontario","Mercyhurst: 20 Stephen Hrehoriak - Stittsville, Ontario (SR-F)",-75.9207767,45.2585131,20162017
21,"Joseph Duszak","FR","D","Franklin Square, New York","Mercyhurst","franklin square new york","Mercyhurst: 21 Joseph Duszak - Franklin Square, New York (FR-D)",-73.6759635,40.7073244,20162017
22,"Wes Baker","SO","F","Strathroy, Ontario","Mercyhurst","strathroy ontario","Mercyhurst: 22 Wes Baker - Strathroy, Ontario (SO-F)",-81.6232333,42.95542,20162017
23,"Kyle Dutra","SR","F","Mississauga, Ontario","Mercyhurst","mississauga ontario","Mercyhurst: 23 Kyle Dutra - Mississauga, Ontario (SR-F)",-79.6441198,43.5890452,20162017
24,"Bryan Sienerth","JR","F","Erie, Pennsylvania","Mercyhurst","erie pennsylvania","Mercyhurst: 24 Bryan Sienerth - Erie, Pennsylvania (JR-F)",-80.085059,42.1292241,20162017
25,"Philippe Drouin","SR","D","Cumberland, Ontario","Mercyhurst","cumberland ontario","Mercyhurst: 25 Philippe Drouin - Cumberland, Ontario (SR-D)",-75.4060294,45.5171336,20162017
26,"Derek Barach","SO","F","Glenmont, New York","Mercyhurst","glenmont new york","Mercyhurst: 26 Derek Barach - Glenmont, New York (SO-F)",-73.7698945,42.6052,20162017
27,"James Anderson","FR","F","Kings Park, New York","Mercyhurst","kings park new york","Mercyhurst: 27 James Anderson - Kings Park, New York (FR-F)",-73.2573369,40.886209,20162017
28,"Jonathan O'Hara","SO","D","Penetanguishene, Ontario","Mercyhurst","penetanguishene ontario","Mercyhurst: 28 Jonathan OHara - Penetanguishene, Ontario (SO-D)",-79.933681,44.7687678,20162017
29,"Michael Verboom","JR","F","Iona Station, Ontario","Mercyhurst","iona station ontario","Mercyhurst: 29 Michael Verboom - Iona Station, Ontario (JR-F)",-81.410402,42.70874,20162017
33,"Colin DeAugustine","FR","G","Burgettstown, Pennsylvania","Mercyhurst","burgettstown pennsylvania","Mercyhurst: 33 Colin DeAugustine - Burgettstown, Pennsylvania (FR-G)",-80.3928423,40.3820132,20162017
35,"Richard Palmer","FR","G","Calgary, Alberta","Mercyhurst","calgary alberta","Mercyhurst: 35 Richard Palmer - Calgary, Alberta (FR-G)",-114.0708459,51.0486151,20162017
37,"Brandon Gotkin","JR","F","Erie, Pennsylvania","Mercyhurst","erie pennsylvania","Mercyhurst: 37 Brandon Gotkin - Erie, Pennsylvania (JR-F)",-80.085059,42.1292241,20162017
1,"Collin Delia","JR","G","Rancho Cucamonga, California","Merrimack","rancho cucamonga california","Merrimack: 01 Collin Delia - Rancho Cucamonga, California (JR-G)",-117.5931084,34.1063989,20162017
2,"Ryan Cook","FR","D","Lancaster, New York","Merrimack","lancaster new york","Merrimack: 02 Ryan Cook - Lancaster, New York (FR-D)",-78.6703062,42.9006144,20162017
3,"Aaron Titcomb","JR","D","Charlestown, Massachusetts","Merrimack","charlestown massachusetts","Merrimack: 03 Aaron Titcomb - Charlestown, Massachusetts (JR-D)",-71.0602131,42.3782065,20162017
4,"Marc Biega","JR","D","Pointe-Claire, Qu<U+FFFD>bec","Merrimack","pointeclaire quebec","Merrimack: 04 Marc Biega - Pointe-Claire, Qu<U+FFFD>bec (JR-D)",-73.7990191,45.4719655,20162017
6,"Alex Carle","SO","D","Anchorage, Alaska","Merrimack","anchorage alaska","Merrimack: 06 Alex Carle - Anchorage, Alaska (SO-D)",-149.9002778,61.2180556,20162017
7,"Jonathan Lashyn","SR","D","Saskatoon, Saskatchewan","Merrimack","saskatoon saskatchewan","Merrimack: 07 Jonathan Lashyn - Saskatoon, Saskatchewan (SR-D)",-106.6700458,52.1332144,20162017
8,"Johnathan Kovacevic","FR","D","Grimsby, Ontario","Merrimack","grimsby ontario","Merrimack: 08 Johnathan Kovacevic - Grimsby, Ontario (FR-D)",-79.5624195,43.1942126,20162017
9,"Jace Hennig","JR","F","Port Moody, British Columbia","Merrimack","port moody british columbia","Merrimack: 09 Jace Hennig - Port Moody, British Columbia (JR-F)",-122.8677562,49.2849107,20162017
10,"Derek Petti","SO","F","Tewksbury, Massachusetts","Merrimack","tewksbury massachusetts","Merrimack: 10 Derek Petti - Tewksbury, Massachusetts (SO-F)",-71.2342248,42.6106478,20162017
11,"Tyler Irvine","FR","F","Livonia, Michigan","Merrimack","livonia michigan","Merrimack: 11 Tyler Irvine - Livonia, Michigan (FR-F)",-83.3527097,42.36837,20162017
12,"Ludvig Larsson","SO","F","Malmo, Sweden","Merrimack","malmo sweden","Merrimack: 12 Ludvig Larsson - Malmo, Sweden (SO-F)",13.003822,55.604981,20162017
13,"Brett Seney","JR","F","London, Ontario","Merrimack","london ontario","Merrimack: 13 Brett Seney - London, Ontario (JR-F)",-81.2452768,42.9849233,20162017
15,"Jared Kolquist","JR","D","Hermantown, Minnesota","Merrimack","hermantown minnesota","Merrimack: 15 Jared Kolquist - Hermantown, Minnesota (JR-D)",-92.2382464,46.8068852,20162017
16,"Chris LeBlanc","SR","F","Winthrop, Massachusetts","Merrimack","winthrop massachusetts","Merrimack: 16 Chris LeBlanc - Winthrop, Massachusetts (SR-F)",-70.9811334,42.3778173,20162017
17,"Logan Coomes","FR","F","Northville, Michigan","Merrimack","northville michigan","Merrimack: 17 Logan Coomes - Northville, Michigan (FR-F)",-83.4832692,42.4311464,20162017
18,"Cole McBride","FR","F","Kindersley, Saskatchewan","Merrimack","kindersley saskatchewan","Merrimack: 18 Cole McBride - Kindersley, Saskatchewan (FR-F)",-109.1546825,51.4675266,20162017
19,"Michael Babcock","SO","F","Northville, Michigan","Merrimack","northville michigan","Merrimack: 19 Michael Babcock - Northville, Michigan (SO-F)",-83.4832692,42.4311464,20162017
20,"Hampus Gustafsson","SR","F","Ljungby, Sweden","Merrimack","ljungby sweden","Merrimack: 20 Hampus Gustafsson - Ljungby, Sweden (SR-F)",13.9410417,56.8338774,20162017
21,"Jeff Solow","FR","D","Naples, Florida","Merrimack","naples florida","Merrimack: 21 Jeff Solow - Naples, Florida (FR-D)",-81.7948103,26.1420358,20162017
22,"Mathieu Tibbet","JR","F","Dover, Delaware","Merrimack","dover delaware","Merrimack: 22 Mathieu Tibbet - Dover, Delaware (JR-F)",-75.5243682,39.158168,20162017
23,"Alfred Larsson","JR","F","Malmo, Sweden","Merrimack","malmo sweden","Merrimack: 23 Alfred Larsson - Malmo, Sweden (JR-F)",13.003822,55.604981,20162017
24,"Tyler Drevitch","FR","F","Middleborough, Massachusetts","Merrimack","middleborough massachusetts","Merrimack: 24 Tyler Drevitch - Middleborough, Massachusetts (FR-F)",-70.9107708,41.8929942,20162017
25,"Sami Tavernier","FR","F","Morzine, France","Merrimack","morzine france","Merrimack: 25 Sami Tavernier - Morzine, France (FR-F)",6.708877,46.179192,20162017
27,"Patrick Kramer","FR","F","Bridgewater, Massachusetts","Merrimack","bridgewater massachusetts","Merrimack: 27 Patrick Kramer - Bridgewater, Massachusetts (FR-F)",-70.9750541,41.9903519,20162017
29,"Craig Pantano","SO","G","Bridgewater, Massachusetts","Merrimack","bridgewater massachusetts","Merrimack: 29 Craig Pantano - Bridgewater, Massachusetts (SO-G)",-70.9750541,41.9903519,20162017
31,"Drew Vogler","SO","G","Florissant, Missouri","Merrimack","florissant missouri","Merrimack: 31 Drew Vogler - Florissant, Missouri (SO-G)",-90.322614,38.789217,20162017
3,"Colin Sullivan","SR","D","Milford, Connecticut","Miami","milford connecticut","Miami: 03 Colin Sullivan - Milford, Connecticut (SR-D)",-73.064036,41.2306979,20162017
5,"Bryce Hatten","FR","D","Granger, Indiana","Miami","granger indiana","Miami: 05 Bryce Hatten - Granger, Indiana (FR-D)",-86.1108377,41.7533819,20162017
7,"Grant Frederic","FR","D","St. Louis, Missouri","Miami","st louis missouri","Miami: 07 Grant Frederic - St. Louis, Missouri (FR-D)",-90.1994042,38.6270025,20162017
8,"Chaz Switzer","FR","D","Muskegon, Michigan","Miami","muskegon michigan","Miami: 08 Chaz Switzer - Muskegon, Michigan (FR-D)",-86.2483921,43.2341813,20162017
9,"Gordie Green","FR","F","Ann Arbor, Michigan","Miami","ann arbor michigan","Miami: 09 Gordie Green - Ann Arbor, Michigan (FR-F)",-83.7430378,42.2808256,20162017
16,"Jared Brandt","FR","D","St. Peters, Missouri","Miami","st peters missouri","Miami: 16 Jared Brandt - St. Peters, Missouri (FR-D)",-90.6298922,38.7874699,20162017
18,"Carson Meyer","FR","F","Powell, Ohio","Miami","powell ohio","Miami: 18 Carson Meyer - Powell, Ohio (FR-F)",-83.0751869,40.1578402,20162017
20,"Christian Mohs","FR","F","Andover, Minnesota","Miami","andover minnesota","Miami: 20 Christian Mohs - Andover, Minnesota (FR-F)",-93.2913405,45.2332984,20162017
22,"Carter Johnson","FR","F","Gimli, Manitoba","Miami","gimli manitoba","Miami: 22 Carter Johnson - Gimli, Manitoba (FR-F)",-96.9886746,50.6320809,20162017
24,"Ryan Siroky","SO","F","Manhattan Beach, California","Miami","manhattan beach california","Miami: 24 Ryan Siroky - Manhattan Beach, California (SO-F)",-118.4109089,33.8847361,20162017
26,"Justin Greenberg","SR","F","Dallas, Texas","Miami","dallas texas","Miami: 26 Justin Greenberg - Dallas, Texas (SR-F)",-96.7969879,32.7766642,20162017
27,"Scott Dornbrock","JR","D","Harper Woods, Michigan","Miami","harper woods michigan","Miami: 27 Scott Dornbrock - Harper Woods, Michigan (JR-D)",-82.9240833,42.4330924,20162017
28,"Zach LaValle","SO","F","Oakdale, Minnesota","Miami","oakdale minnesota","Miami: 28 Zach LaValle - Oakdale, Minnesota (SO-F)",-92.9649361,44.9630216,20162017
29,"Evan McCarthy","SO","G","Castle Rock, Colorado","Miami","castle rock colorado","Miami: 29 Evan McCarthy - Castle Rock, Colorado (SO-G)",-104.8560902,39.3722121,20162017
30,"Chase Munroe","FR","G","Naperville, Illinois","Miami","naperville illinois","Miami: 30 Chase Munroe - Naperville, Illinois (FR-G)",-88.1535352,41.7508391,20162017
31,"Ryan Larkin","FR","G","Clarkston, Michigan","Miami","clarkston michigan","Miami: 31 Ryan Larkin - Clarkston, Michigan (FR-G)",-83.4192941,42.7351196,20162017
35,"Andrew Masters","FR","G","Kitchener, Ontario","Miami","kitchener ontario","Miami: 35 Andrew Masters - Kitchener, Ontario (FR-G)",-80.4831917,43.450301,20162017
37,"Josh Melnick","SO","F","Annandale, New Jersey","Miami","annandale new jersey","Miami: 37 Josh Melnick - Annandale, New Jersey (SO-F)",-74.881278,40.6409347,20162017
42,"Conor Lemirande","JR","F","Janesville, Wisconsin","Miami","janesville wisconsin","Miami: 42 Conor Lemirande - Janesville, Wisconsin (JR-F)",-89.0187222,42.6827885,20162017
44,"Kiefer Sherwood","SO","F","Columbus, Ohio","Miami","columbus ohio","Miami: 44 Kiefer Sherwood - Columbus, Ohio (SO-F)",-82.9987942,39.9611755,20162017
55,"Grant Hutton","SO","D","Carmel, Indiana","Miami","carmel indiana","Miami: 55 Grant Hutton - Carmel, Indiana (SO-D)",-86.1180435,39.978371,20162017
58,"Louie Belpedio","JR","D","Skokie, Illinois","Miami","skokie illinois","Miami: 58 Louie Belpedio - Skokie, Illinois (JR-D)",-87.7416246,42.0324025,20162017
73,"Alex Alger","FR","F","Livonia, Michigan","Miami","livonia michigan","Miami: 73 Alex Alger - Livonia, Michigan (FR-F)",-83.3527097,42.36837,20162017
85,"Karch Bachman","FR","F","Wolcottville, Indiana","Miami","wolcottville indiana","Miami: 85 Karch Bachman - Wolcottville, Indiana (FR-F)",-85.3666451,41.5258832,20162017
92,"Willie Knierim","FR","F","Skokie, Illinois","Miami","skokie illinois","Miami: 92 Willie Knierim - Skokie, Illinois (FR-F)",-87.7416246,42.0324025,20162017
95,"Anthony Louis","SR","F","Winfield, Illinois","Miami","winfield illinois","Miami: 95 Anthony Louis - Winfield, Illinois (SR-F)",-88.1609031,41.8616956,20162017
1,"Jack LaFontaine","FR","G","Mississauga, Ontario","Michigan","mississauga ontario","Michigan: 01 Jack LaFontaine - Mississauga, Ontario (FR-G)",-79.6441198,43.5890452,20162017
2,"Luke Martin","FR","D","St. Louis, Missouri","Michigan","st louis missouri","Michigan: 02 Luke Martin - St. Louis, Missouri (FR-D)",-90.1994042,38.6270025,20162017
3,"Joseph Cecconi","SO","D","Youngstown, New York","Michigan","youngstown new york","Michigan: 03 Joseph Cecconi - Youngstown, New York (SO-D)",-79.0500466,43.2472768,20162017
4,"Cutler Martin","JR","D","East Lansing, Michigan","Michigan","east lansing michigan","Michigan: 04 Cutler Martin - East Lansing, Michigan (JR-D)",-84.4838654,42.7369792,20162017
5,"Griffin Luce","FR","D","Williamsville, New York","Michigan","williamsville new york","Michigan: 05 Griffin Luce - Williamsville, New York (FR-D)",-78.7378091,42.963947,20162017
6,"Sam Piazza","JR","D","Darien, Illinois","Michigan","darien illinois","Michigan: 06 Sam Piazza - Darien, Illinois (JR-D)",-87.9737943,41.7483483,20162017
10,"Will Lockwood","FR","F","Bloomfield Hills, Michigan","Michigan","bloomfield hills michigan","Michigan: 10 Will Lockwood - Bloomfield Hills, Michigan (FR-F)",-83.2454883,42.583645,20162017
11,"Brendan Warren","SO","F","Carleton, Michigan","Michigan","carleton michigan","Michigan: 11 Brendan Warren - Carleton, Michigan (SO-F)",-83.3907658,42.0592101,20162017
12,"James Sanchez","FR","F","Northbrook, Illinois","Michigan","northbrook illinois","Michigan: 12 James Sanchez - Northbrook, Illinois (FR-F)",-87.8289548,42.1275267,20162017
13,"Jake Slaker","FR","F","San Diego, California","Michigan","san diego california","Michigan: 13 Jake Slaker - San Diego, California (FR-F)",-117.1610838,32.715738,20162017
14,"Nick Pastujov","FR","F","Bradenton, Florida","Michigan","bradenton florida","Michigan: 14 Nick Pastujov - Bradenton, Florida (FR-F)",-82.5748194,27.4989278,20162017
15,"Evan Allen","SR","F","Sterling Heights, Michigan","Michigan","sterling heights michigan","Michigan: 15 Evan Allen - Sterling Heights, Michigan (SR-F)",-83.0302033,42.5803122,20162017
16,"Alex Talcott","JR","F","Kentwood, Michigan","Michigan","kentwood michigan","Michigan: 16 Alex Talcott - Kentwood, Michigan (JR-F)",-85.6447492,42.8694731,20162017
17,"Tony Calderone","JR","F","Trenton, Michigan","Michigan","trenton michigan","Michigan: 17 Tony Calderone - Trenton, Michigan (JR-F)",-83.1782587,42.1394858,20162017
18,"Adam Winborg","FR","F","Stockholm, Sweden","Michigan","stockholm sweden","Michigan: 18 Adam Winborg - Stockholm, Sweden (FR-F)",18.0685808,59.3293235,20162017
19,"Steven Merl","FR","F","Coral Springs, Florida","Michigan","coral springs florida","Michigan: 19 Steven Merl - Coral Springs, Florida (FR-F)",-80.2706044,26.271192,20162017
20,"Cooper Marody","SO","F","Brighton, Michigan","Michigan","brighton michigan","Michigan: 20 Cooper Marody - Brighton, Michigan (SO-F)",-83.7802214,42.5294773,20162017
21,"Nolan De Jong","SR","D","Victoria, British Columbia","Michigan","victoria british columbia","Michigan: 21 Nolan De Jong - Victoria, British Columbia (SR-D)",-123.3656444,48.4284207,20162017
22,"Niko Porikos","JR","D","Ann Arbor, Michigan","Michigan","ann arbor michigan","Michigan: 22 Niko Porikos - Ann Arbor, Michigan (JR-D)",-83.7430378,42.2808256,20162017
23,"Alex Kile","SR","F","Troy, Michigan","Michigan","troy michigan","Michigan: 23 Alex Kile - Troy, Michigan (SR-F)",-83.1497751,42.6064095,20162017
24,"Kevin Lohan","SR","D","Cold Spring Harbor, New York","Michigan","cold spring harbor new york","Michigan: 24 Kevin Lohan - Cold Spring Harbor, New York (SR-D)",-73.456788,40.8714873,20162017
25,"Max Shuart","SR","F","Northville, Michigan","Michigan","northville michigan","Michigan: 25 Max Shuart - Northville, Michigan (SR-F)",-83.4832692,42.4311464,20162017
26,"Christian Meike","FR","D","Arlington, Virginia","Michigan","arlington virginia","Michigan: 26 Christian Meike - Arlington, Virginia (FR-D)",-77.1067698,38.8799697,20162017
27,"Nicholas Boka","SO","D","Plymouth, Michigan","Michigan","plymouth michigan","Michigan: 27 Nicholas Boka - Plymouth, Michigan (SO-D)",-83.4702132,42.3714253,20162017
30,"Hayden Lavigne","FR","G","Brampton, Ontario","Michigan","brampton ontario","Michigan: 30 Hayden Lavigne - Brampton, Ontario (FR-G)",-79.7624177,43.7315479,20162017
31,"Chad Catt","SO","G","Williamstown, Michigan","Michigan","williamstown michigan","Michigan: 31 Chad Catt - Williamstown, Michigan (SO-G)",-84.3331694,42.7433368,20162017
35,"Zach Nagelvoort","SR","G","Holland, Michigan","Michigan","holland michigan","Michigan: 35 Zach Nagelvoort - Holland, Michigan (SR-G)",-86.1089301,42.7875235,20162017
39,"Dexter Dancs","JR","F","Vancouver, British Columbia","Michigan","vancouver british columbia","Michigan: 39 Dexter Dancs - Vancouver, British Columbia (JR-F)",-123.1207375,49.2827291,20162017
2,"Zach Osburn","SO","D","Plymouth, Michigan","Michigan State","plymouth michigan","Michigan State: 02 Zach Osburn - Plymouth, Michigan (SO-D)",-83.4702132,42.3714253,20162017
4,"Anthony Scarsella","FR","D","White Lake, Michigan","Michigan State","white lake michigan","Michigan State: 04 Anthony Scarsella - White Lake, Michigan (FR-D)",-83.4856913,42.6592995,20162017
6,"Chris Knudson","SR","F/D","North Barrington, Illinois","Michigan State","north barrington illinois","Michigan State: 06 Chris Knudson - North Barrington, Illinois (SR-F/D)",-88.1406349,42.207802,20162017
7,"Damian Chrcek","FR","D","Marysville, Michigan","Michigan State","marysville michigan","Michigan State: 07 Damian Chrcek - Marysville, Michigan (FR-D)",-82.4868599,42.9125305,20162017
9,"Connor Wood","SR","F","Bloomfield Hills, Michigan","Michigan State","bloomfield hills michigan","Michigan State: 09 Connor Wood - Bloomfield Hills, Michigan (SR-F)",-83.2454883,42.583645,20162017
10,"Sam Saliba","FR","F","Lincolnshire, Illinois","Michigan State","lincolnshire illinois","Michigan State: 10 Sam Saliba - Lincolnshire, Illinois (FR-F)",-87.9084039,42.1900249,20162017
11,"Rhett Holland","SR","D","Calgary, Alberta","Michigan State","calgary alberta","Michigan State: 11 Rhett Holland - Calgary, Alberta (SR-D)",-114.0708459,51.0486151,20162017
13,"Brennan Sanford","SO","F","East Lansing, Michigan","Michigan State","east lansing michigan","Michigan State: 13 Brennan Sanford - East Lansing, Michigan (SO-F)",-84.4838654,42.7369792,20162017
14,"Dylan Pavelek","JR","F","Marysville, Michigan","Michigan State","marysville michigan","Michigan State: 14 Dylan Pavelek - Marysville, Michigan (JR-F)",-82.4868599,42.9125305,20162017
17,"Taro Hirose","FR","F","Calgary, Alberta","Michigan State","calgary alberta","Michigan State: 17 Taro Hirose - Calgary, Alberta (FR-F)",-114.0708459,51.0486151,20162017
18,"Carson Gatt","JR","D","Farmington Hills, Michigan","Michigan State","farmington hills michigan","Michigan State: 18 Carson Gatt - Farmington Hills, Michigan (JR-D)",-83.3677168,42.4989936,20162017
20,"Justin Selep","SR","F","Upper St. Clair, Pennsylvania","Michigan State","upper st clair pennsylvania","Michigan State: 20 Justin Selep - Upper St. Clair, Pennsylvania (SR-F)",-80.0870155,40.3205701,20162017
21,"Joe Cox","SR","F","Chelsea, Michigan","Michigan State","chelsea michigan","Michigan State: 21 Joe Cox - Chelsea, Michigan (SR-F)",-84.0205029,42.3180919,20162017
22,"JT Stenglein","SR","F","Greece, New York","Michigan State","greece new york","Michigan State: 22 JT Stenglein - Greece, New York (SR-F)",-77.6930602,43.2097837,20162017
23,"Cody Milan","SO","F","White Lake, Michigan","Michigan State","white lake michigan","Michigan State: 23 Cody Milan - White Lake, Michigan (SO-F)",-83.4856913,42.6592995,20162017
26,"Villiam Haag","SR","F","G<U+FFFD>teborg, Sweden","Michigan State","gothenburg sweden","Michigan State: 26 Villiam Haag - G<U+FFFD>teborg, Sweden (SR-F)",11.97456,57.70887,20162017
27,"Mason Appleton","SO","C","Green Bay, Wisconsin","Michigan State","green bay wisconsin","Michigan State: 27 Mason Appleton - Green Bay, Wisconsin (SO-C)",-88.019826,44.519159,20162017
28,"Thomas Ebbing","SR","F","Troy, Michigan","Michigan State","troy michigan","Michigan State: 28 Thomas Ebbing - Troy, Michigan (SR-F)",-83.1497751,42.6064095,20162017
31,"John Lethemon","FR","G","Northville, Michigan","Michigan State","northville michigan","Michigan State: 31 John Lethemon - Northville, Michigan (FR-G)",-83.4832692,42.4311464,20162017
41,"Spencer Wright","FR","G","Farmington Hills, Michigan","Michigan State","farmington hills michigan","Michigan State: 41 Spencer Wright - Farmington Hills, Michigan (FR-G)",-83.3677168,42.4989936,20162017
44,"Butrus Ghafari","FR","D","West Bloomfield, Michigan","Michigan State","west bloomfield michigan","Michigan State: 44 Butrus Ghafari - West Bloomfield, Michigan (FR-D)",-83.373339,42.5678534,20162017
45,"Ed Minney","JR","G","Wind Gap, Pennsylvania","Michigan State","wind gap pennsylvania","Michigan State: 45 Ed Minney - Wind Gap, Pennsylvania (JR-G)",-75.2915694,40.8481509,20162017
52,"Mitch Eliot","FR","D","Grosse Pointe, Michigan","Michigan State","grosse pointe michigan","Michigan State: 52 Mitch Eliot - Grosse Pointe, Michigan (FR-D)",-82.9118591,42.3861485,20162017
55,"Patrick Khodorenko","FR","F","Walnut Creek, California","Michigan State","walnut creek california","Michigan State: 55 Patrick Khodorenko - Walnut Creek, California (FR-F)",-122.0651819,37.9100783,20162017
57,"Jerad Rosburg","SO","D","Clarksville, Maryland","Michigan State","clarksville maryland","Michigan State: 57 Jerad Rosburg - Clarksville, Maryland (SO-D)",-76.9455664,39.2061962,20162017
71,"Logan Lambdin","FR","F","Newport, Michigan","Michigan State","newport michigan","Michigan State: 71 Logan Lambdin - Newport, Michigan (FR-F)",-83.3088167,42.0023594,20162017
2,"Cliff Watson","SR","D","Appleton, Wisconsin","Michigan Tech","appleton wisconsin","Michigan Tech: 02 Cliff Watson - Appleton, Wisconsin (SR-D)",-88.4153847,44.2619309,20162017
3,"Matt Roy","JR","D","Canton, Michigan","Michigan Tech","canton michigan","Michigan Tech: 03 Matt Roy - Canton, Michigan (JR-D)",-83.482116,42.3086444,20162017
4,"Dane Birks","SO","D","Merritt, British Columbia","Michigan Tech","merritt british columbia","Michigan Tech: 04 Dane Birks - Merritt, British Columbia (SO-D)",-120.7862222,50.1113079,20162017
5,"Mitch Reinke","FR","D","Stillwater, Minnesota","Michigan Tech","stillwater minnesota","Michigan Tech: 05 Mitch Reinke - Stillwater, Minnesota (FR-D)",-92.8088443,45.056004,20162017
6,"Chris Leibinger","SR","D","Saginaw, Michigan","Michigan Tech","saginaw michigan","Michigan Tech: 06 Chris Leibinger - Saginaw, Michigan (SR-D)",-83.9508068,43.4194699,20162017
7,"Reid Sturos","SR","F","Brighton, Michigan","Michigan Tech","brighton michigan","Michigan Tech: 07 Reid Sturos - Brighton, Michigan (SR-F)",-83.7802214,42.5294773,20162017
8,"Dylan Steman","JR","F","Hanover, Minnesota","Michigan Tech","hanover minnesota","Michigan Tech: 08 Dylan Steman - Hanover, Minnesota (JR-F)",-93.6663523,45.155797,20162017
9,"Alex Gillies","JR","F","Vernon, British Columbia","Michigan Tech","vernon british columbia","Michigan Tech: 09 Alex Gillies - Vernon, British Columbia (JR-F)",-119.2720107,50.2670137,20162017
10,"Jake Jackson","SO","F","Maplewood, Minnesota","Michigan Tech","maplewood minnesota","Michigan Tech: 10 Jake Jackson - Maplewood, Minnesota (SO-F)",-92.9952153,44.9530215,20162017
11,"Joel L'Esperance","JR","F","Brighton, Michigan","Michigan Tech","brighton michigan","Michigan Tech: 11 Joel LEsperance - Brighton, Michigan (JR-F)",-83.7802214,42.5294773,20162017
12,"Mark Auk","JR","D","St. Clair Shores, Michigan","Michigan Tech","st clair shores michigan","Michigan Tech: 12 Mark Auk - St. Clair Shores, Michigan (JR-D)",-82.8963604,42.4974085,20162017
