"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","GP","G","A","P"
20162017,"Hampus Lindholm","Lindholm","Hampus","ANA","D","L","1994-01-20","Helsingborg","SWE",NA,"SWE",75,205,2012,1,6,48,5,8,13
20022003,"Eric Lindros","Lindros","Eric","NYR","C","R","1973-02-28","London","CAN","ON","CAN",76,240,1991,1,1,81,19,34,53
20032004,"Eric Lindros","Lindros","Eric","NYR","C","R","1973-02-28","London","CAN","ON","CAN",76,240,1991,1,1,39,10,22,32
20052006,"Eric Lindros","Lindros","Eric","TOR","C","R","1973-02-28","London","CAN","ON","CAN",76,240,1991,1,1,33,11,11,22
20062007,"Eric Lindros","Lindros","Eric","DAL","C","R","1973-02-28","London","CAN","ON","CAN",76,240,1991,1,1,49,5,21,26
20022003,"Bill Lindsay","Lindsay","Bill","MTL","L","L","1971-05-17","Fernierk","CAN","BC","USA",72,198,1991,5,103,19,0,2,2
20032004,"Bill Lindsay","Lindsay","Bill","ATL","L","L","1971-05-17","Fernierk","CAN","BC","USA",72,198,1991,5,103,24,0,0,0
20052006,"Joakim Lindstrom","Lindstrom","Joakim","CBJ","C","L","1983-12-05","Skellefte√","SWE",NA,"SWE",72,187,2002,2,41,3,0,0,0
20062007,"Joakim Lindstrom","Lindstrom","Joakim","CBJ","C","L","1983-12-05","Skellefte√","SWE",NA,"SWE",72,187,2002,2,41,9,1,0,1
20072008,"Joakim Lindstrom","Lindstrom","Joakim","CBJ","C","L","1983-12-05","Skellefte√","SWE",NA,"SWE",72,187,2002,2,41,25,3,4,7
20082009,"Joakim Lindstrom","Lindstrom","Joakim","PHX","C","L","1983-12-05","Skellefte√","SWE",NA,"SWE",72,187,2002,2,41,44,9,11,20
20112012,"Joakim Lindstrom","Lindstrom","Joakim","COL","C","L","1983-12-05","Skellefte√","SWE",NA,"SWE",72,187,2002,2,41,16,2,3,5
20142015,"Joakim Lindstrom","Lindstrom","Joakim","STL, TOR","C","L","1983-12-05","Skellefte√","SWE",NA,"SWE",72,187,2002,2,41,53,4,6,10
20022003,"David Ling","Ling","David","CBJ","R","R","1975-01-09","Halifax","CAN","NS","CAN",70,204,1993,7,179,35,3,2,5
20032004,"David Ling","Ling","David","CBJ","R","R","1975-01-09","Halifax","CAN","NS","CAN",70,204,1993,7,179,50,1,2,3
20092010,"Charles Linglet","Linglet","Charles","EDM","L","L","1982-06-22","Montreal","CAN","QC","CAN",74,205,NA,NA,NA,5,0,0,0
20022003,"Richard Lintner","Lintner","Richard","NYR, PIT","D","R","1977-11-15","Trencin","SVK",NA,"SVK",75,214,1996,5,119,29,4,2,6
20152016,"JC Lipon","Lipon","JC","WPG","R","R","1993-07-10","Regina","CAN","SK","CAN",72,183,2013,3,91,9,0,1,1
20062007,"Enver Lisin","Lisin","Enver","PHX","R","L","1986-04-22","Moscow","RUS",NA,"RUS",74,200,2004,2,50,17,1,1,2
20072008,"Enver Lisin","Lisin","Enver","PHX","R","L","1986-04-22","Moscow","RUS",NA,"RUS",74,200,2004,2,50,13,4,1,5
20082009,"Enver Lisin","Lisin","Enver","PHX","R","L","1986-04-22","Moscow","RUS",NA,"RUS",74,200,2004,2,50,48,13,8,21
20092010,"Enver Lisin","Lisin","Enver","NYR","R","L","1986-04-22","Moscow","RUS",NA,"RUS",74,200,2004,2,50,57,6,8,14
20072008,"Bryan Little","Little","Bryan","ATL","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,48,6,10,16
20082009,"Bryan Little","Little","Bryan","ATL","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,79,31,20,51
20092010,"Bryan Little","Little","Bryan","ATL","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,79,13,21,34
20102011,"Bryan Little","Little","Bryan","ATL","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,76,18,30,48
20112012,"Bryan Little","Little","Bryan","WPG","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,74,24,22,46
20122013,"Bryan Little","Little","Bryan","WPG","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,48,7,25,32
20132014,"Bryan Little","Little","Bryan","WPG","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,82,23,41,64
20142015,"Bryan Little","Little","Bryan","WPG","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,70,24,28,52
20152016,"Bryan Little","Little","Bryan","WPG","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,57,17,25,42
20162017,"Bryan Little","Little","Bryan","WPG","C","R","1987-11-12","Edmonton","CAN","AB","CAN",72,191,2006,1,12,40,17,14,31
20072008,"Corey Locke","Locke","Corey","MTL","C","L","1984-05-08","Toronto","CAN","ON","CAN",69,175,2003,4,113,1,0,0,0
20092010,"Corey Locke","Locke","Corey","NYR","C","L","1984-05-08","Toronto","CAN","ON","CAN",69,175,2003,4,113,3,0,0,0
20102011,"Corey Locke","Locke","Corey","OTT","C","L","1984-05-08","Toronto","CAN","ON","CAN",69,175,2003,4,113,5,0,1,1
20062007,"Martin Lojek","Lojek","Martin","FLA","D","R","1985-08-19","Brno","CZE",NA,"CZE",76,220,2003,4,105,3,0,1,1
20072008,"Martin Lojek","Lojek","Martin","FLA","D","R","1985-08-19","Brno","CZE",NA,"CZE",76,220,2003,4,105,2,0,0,0
20092010,"Andrei Loktionov","Loktionov","Andrei","LAK","C","L","1990-05-30","Voskresensk","RUS",NA,"RUS",71,190,2008,5,123,1,0,0,0
20102011,"Andrei Loktionov","Loktionov","Andrei","LAK","C","L","1990-05-30","Voskresensk","RUS",NA,"RUS",71,190,2008,5,123,19,4,3,7
20112012,"Andrei Loktionov","Loktionov","Andrei","LAK","C","L","1990-05-30","Voskresensk","RUS",NA,"RUS",71,190,2008,5,123,39,3,4,7
20122013,"Andrei Loktionov","Loktionov","Andrei","NJD","C","L","1990-05-30","Voskresensk","RUS",NA,"RUS",71,190,2008,5,123,28,8,4,12
20132014,"Andrei Loktionov","Loktionov","Andrei","NJD, CAR","C","L","1990-05-30","Voskresensk","RUS",NA,"RUS",71,190,2008,5,123,68,7,15,22
20032004,"Matthew Lombardi","Lombardi","Matthew","CGY","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,79,16,13,29
20052006,"Matthew Lombardi","Lombardi","Matthew","CGY","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,55,6,20,26
20062007,"Matthew Lombardi","Lombardi","Matthew","CGY","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,81,20,26,46
20072008,"Matthew Lombardi","Lombardi","Matthew","CGY","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,82,14,22,36
20082009,"Matthew Lombardi","Lombardi","Matthew","CGY, PHX","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,69,14,32,46
20092010,"Matthew Lombardi","Lombardi","Matthew","PHX","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,78,19,34,53
20102011,"Matthew Lombardi","Lombardi","Matthew","NSH","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,2,0,0,0
20112012,"Matthew Lombardi","Lombardi","Matthew","TOR","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,62,8,10,18
20122013,"Matthew Lombardi","Lombardi","Matthew","PHX, ANA","C","L","1982-03-18","Montreal","CAN","QC","CAN",71,195,2002,3,90,28,4,4,8
20152016,"Viktor Loov","Loov","Viktor","TOR","D","L","1992-11-16","Sodertalje","SWE",NA,"SWE",73,212,2012,7,209,4,0,2,2
20082009,"Ben Lovejoy","Lovejoy","Ben","PIT","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,2,0,0,0
20092010,"Ben Lovejoy","Lovejoy","Ben","PIT","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,12,0,3,3
20102011,"Ben Lovejoy","Lovejoy","Ben","PIT","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,47,3,14,17
20112012,"Ben Lovejoy","Lovejoy","Ben","PIT","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,34,1,4,5
20122013,"Ben Lovejoy","Lovejoy","Ben","PIT, ANA","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,35,0,10,10
20132014,"Ben Lovejoy","Lovejoy","Ben","ANA","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,78,5,13,18
20142015,"Ben Lovejoy","Lovejoy","Ben","ANA, PIT","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,60,2,12,14
20152016,"Ben Lovejoy","Lovejoy","Ben","PIT","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,66,4,6,10
20162017,"Ben Lovejoy","Lovejoy","Ben","NJD","D","R","1984-02-20","Concord","USA","NH","USA",73,206,NA,NA,NA,60,1,5,6
20022003,"Reed Low","Low","Reed","STL","R","R","1976-06-21","MooseJaw","CAN","SK","CAN",76,220,1996,7,177,79,2,4,6
20032004,"Reed Low","Low","Reed","STL","R","R","1976-06-21","MooseJaw","CAN","SK","CAN",76,220,1996,7,177,57,0,2,2
20062007,"Reed Low","Low","Reed","CHI","R","R","1976-06-21","MooseJaw","CAN","SK","CAN",76,220,1996,7,177,6,0,0,0
20142015,"Keegan Lowe","Lowe","Keegan","CAR","D","L","1993-03-29","Greenwich","USA","CT","USA",74,195,2011,3,73,2,0,0,0
20142015,"Adam Lowry","Lowry","Adam","WPG","C","L","1993-03-29","StLouis","USA","MO","USA",77,210,2011,3,67,80,11,12,23
20152016,"Adam Lowry","Lowry","Adam","WPG","C","L","1993-03-29","StLouis","USA","MO","USA",77,210,2011,3,67,74,7,10,17
20162017,"Adam Lowry","Lowry","Adam","WPG","C","L","1993-03-29","StLouis","USA","MO","USA",77,210,2011,3,67,63,10,9,19
20022003,"Dave Lowry","Lowry","Dave","CGY","L","L","1965-02-14","Sudbury","CAN","ON","CAN",73,192,1983,6,110,34,5,14,19
20032004,"Dave Lowry","Lowry","Dave","CGY","L","L","1965-02-14","Sudbury","CAN","ON","CAN",73,192,1983,6,110,18,1,1,2
20022003,"Lynn Loyns","Loyns","Lynn","SJS","C","L","1981-02-22","Naicamt","CAN","SK","CAN",71,205,NA,NA,NA,19,3,0,3
20032004,"Lynn Loyns","Loyns","Lynn","SJS, CGY","C","L","1981-02-22","Naicamt","CAN","SK","CAN",71,205,NA,NA,NA,14,0,2,2
20052006,"Lynn Loyns","Loyns","Lynn","CGY","C","L","1981-02-22","Naicamt","CAN","SK","CAN",71,205,NA,NA,NA,1,0,0,0
20072008,"Milan Lucic","Lucic","Milan","BOS","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,77,8,19,27
20082009,"Milan Lucic","Lucic","Milan","BOS","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,72,17,25,42
20092010,"Milan Lucic","Lucic","Milan","BOS","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,50,9,11,20
20102011,"Milan Lucic","Lucic","Milan","BOS","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,79,30,32,62
20112012,"Milan Lucic","Lucic","Milan","BOS","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,81,26,35,61
20122013,"Milan Lucic","Lucic","Milan","BOS","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,46,7,20,27
20132014,"Milan Lucic","Lucic","Milan","BOS","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,80,24,35,59
20142015,"Milan Lucic","Lucic","Milan","BOS","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,81,18,26,44
20152016,"Milan Lucic","Lucic","Milan","LAK","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,81,20,35,55
20162017,"Milan Lucic","Lucic","Milan","EDM","L","L","1988-06-07","Vancouver","CAN","BC","CAN",75,233,2006,2,50,60,12,20,32
20022003,"Brad Lukowich","Lukowich","Brad","TBL","D","L","1976-08-12","Cranbrook","CAN","BC","CAN",73,191,1994,4,90,70,1,14,15
20032004,"Brad Lukowich","Lukowich","Brad","TBL","D","L","1976-08-12","Cranbrook","CAN","BC","CAN",73,191,1994,4,90,79,5,14,19
20052006,"Brad Lukowich","Lukowich","Brad","NYI, NJD","D","L","1976-08-12","Cranbrook","CAN","BC","CAN",73,191,1994,4,90,75,2,19,21
20062007,"Brad Lukowich","Lukowich","Brad","NJD","D","L","1976-08-12","Cranbrook","CAN","BC","CAN",73,191,1994,4,90,75,4,8,12
20072008,"Brad Lukowich","Lukowich","Brad","TBL","D","L","1976-08-12","Cranbrook","CAN","BC","CAN",73,191,1994,4,90,59,1,6,7
20082009,"Brad Lukowich","Lukowich","Brad","SJS","D","L","1976-08-12","Cranbrook","CAN","BC","CAN",73,191,1994,4,90,58,0,8,8
20092010,"Brad Lukowich","Lukowich","Brad","VAN","D","L","1976-08-12","Cranbrook","CAN","BC","CAN",73,191,1994,4,90,13,1,1,2
20102011,"Brad Lukowich","Lukowich","Brad","DAL","D","L","1976-08-12","Cranbrook","CAN","BC","CAN",73,191,1994,4,90,5,0,0,0
20022003,"Jyrki Lumme","Lumme","Jyrki","TOR","D","L","1966-07-16","Tampere","FIN",NA,"FIN",73,210,1986,3,57,73,6,11,17
20072008,"Mike Lundin","Lundin","Mike","TBL","D","L","1984-09-24","Burnsville","USA","MN","USA",74,190,2004,4,102,81,0,6,6
20082009,"Mike Lundin","Lundin","Mike","TBL","D","L","1984-09-24","Burnsville","USA","MN","USA",74,190,2004,4,102,25,0,2,2
20092010,"Mike Lundin","Lundin","Mike","TBL","D","L","1984-09-24","Burnsville","USA","MN","USA",74,190,2004,4,102,49,3,10,13
20102011,"Mike Lundin","Lundin","Mike","TBL","D","L","1984-09-24","Burnsville","USA","MN","USA",74,190,2004,4,102,69,1,11,12
20112012,"Mike Lundin","Lundin","Mike","MIN","D","L","1984-09-24","Burnsville","USA","MN","USA",74,190,2004,4,102,17,0,2,2
20122013,"Mike Lundin","Lundin","Mike","OTT","D","L","1984-09-24","Burnsville","USA","MN","USA",74,190,2004,4,102,11,0,1,1
20022003,"Jamie Lundmark","Lundmark","Jamie","NYR","C","R","1981-01-16","Edmonton","CAN","AB","CAN",72,197,1999,1,9,55,8,11,19
20032004,"Jamie Lundmark","Lundmark","Jamie","NYR","C","R","1981-01-16","Edmonton","CAN","AB","CAN",72,197,1999,1,9,56,2,8,10
20052006,"Jamie Lundmark","Lundmark","Jamie","NYR, PHX, CGY","C","R","1981-01-16","Edmonton","CAN","AB","CAN",72,197,1999,1,9,53,10,19,29
20062007,"Jamie Lundmark","Lundmark","Jamie","CGY, LAK","C","R","1981-01-16","Edmonton","CAN","AB","CAN",72,197,1999,1,9,68,7,6,13
20082009,"Jamie Lundmark","Lundmark","Jamie","CGY","C","R","1981-01-16","Edmonton","CAN","AB","CAN",72,197,1999,1,9,27,8,8,16
20092010,"Jamie Lundmark","Lundmark","Jamie","CGY, TOR","C","R","1981-01-16","Edmonton","CAN","AB","CAN",72,197,1999,1,9,36,5,7,12
20062007,"Joel Lundqvist","Lundqvist","Joel","DAL","C","L","1982-03-02","Are","SWE",NA,"SWE",73,194,2000,3,68,36,3,3,6
20072008,"Joel Lundqvist","Lundqvist","Joel","DAL","C","L","1982-03-02","Are","SWE",NA,"SWE",73,194,2000,3,68,55,3,11,14
20082009,"Joel Lundqvist","Lundqvist","Joel","DAL","C","L","1982-03-02","Are","SWE",NA,"SWE",73,194,2000,3,68,43,1,5,6
20032004,"Mikko Luoma","Luoma","Mikko","EDM","D","L","1976-06-22","Jyv√skyl√","FIN",NA,"FIN",75,207,2002,6,181,3,0,1,1
20022003,"Ross Lupaschuk","Lupaschuk","Ross","PIT","D","R","1981-01-19","Edmonton","CAN","AB","CAN",73,218,1999,2,34,3,0,0,0
20032004,"Joffrey Lupul","Lupul","Joffrey","ANA","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,75,13,21,34
20052006,"Joffrey Lupul","Lupul","Joffrey","ANA","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,81,28,25,53
20062007,"Joffrey Lupul","Lupul","Joffrey","EDM","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,81,16,12,28
20072008,"Joffrey Lupul","Lupul","Joffrey","PHI","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,56,20,26,46
20082009,"Joffrey Lupul","Lupul","Joffrey","PHI","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,79,25,25,50
20092010,"Joffrey Lupul","Lupul","Joffrey","ANA","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,23,10,4,14
20102011,"Joffrey Lupul","Lupul","Joffrey","ANA, TOR","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,54,14,17,31
20112012,"Joffrey Lupul","Lupul","Joffrey","TOR","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,66,25,42,67
20122013,"Joffrey Lupul","Lupul","Joffrey","TOR","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,16,11,7,18
20132014,"Joffrey Lupul","Lupul","Joffrey","TOR","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,69,22,22,44
20142015,"Joffrey Lupul","Lupul","Joffrey","TOR","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,55,10,11,21
20152016,"Joffrey Lupul","Lupul","Joffrey","TOR","L","R","1983-09-23","FortSaskatchewan","CAN","AB","CAN",73,211,2002,1,7,46,11,3,14
20022003,"Roman Lyashenko","Lyashenko","Roman","NYR","C","R","1979-05-02","Murmansk","RUS",NA,"RUS",72,196,1997,2,52,2,0,0,0
20022003,"Toni Lydman","Lydman","Toni","CGY","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,81,6,20,26
20032004,"Toni Lydman","Lydman","Toni","CGY","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,67,4,16,20
20052006,"Toni Lydman","Lydman","Toni","BUF","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,75,1,16,17
20062007,"Toni Lydman","Lydman","Toni","BUF","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,67,2,17,19
20072008,"Toni Lydman","Lydman","Toni","BUF","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,82,4,22,26
20082009,"Toni Lydman","Lydman","Toni","BUF","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,80,3,20,23
20092010,"Toni Lydman","Lydman","Toni","BUF","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,67,4,16,20
20102011,"Toni Lydman","Lydman","Toni","ANA","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,78,3,22,25
20112012,"Toni Lydman","Lydman","Toni","ANA","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,74,0,13,13
20122013,"Toni Lydman","Lydman","Toni","ANA","D","L","1977-09-25","Lahti","FIN",NA,"FIN",74,213,1996,4,89,35,0,6,6
20032004,"Doug Lynch","Lynch","Doug","EDM","D","L","1983-04-04","NVancouver","CAN","BC","CAN",75,214,2001,2,43,2,0,0,0
20032004,"Brett Lysak","Lysak","Brett","CAR","C","L","1980-12-30","Edmonton","CAN","AB","CAN",72,190,1999,2,49,2,0,0,0
20162017,"Roman Lyubimov","Lyubimov","Roman","PHI","L","R","1992-01-06","Tver","RUS",NA,"RUS",74,207,NA,NA,NA,43,4,1,5
20132014,"Olli Maatta","Maatta","Olli","PIT","D","L","1994-08-22","Jyv√skyl√","FIN",NA,"FIN",74,206,2012,1,22,78,9,20,29
20142015,"Olli Maatta","Maatta","Olli","PIT","D","L","1994-08-22","Jyv√skyl√","FIN",NA,"FIN",74,206,2012,1,22,20,1,8,9
20152016,"Olli Maatta","Maatta","Olli","PIT","D","L","1994-08-22","Jyv√skyl√","FIN",NA,"FIN",74,206,2012,1,22,67,6,13,19
20162017,"Olli Maatta","Maatta","Olli","PIT","D","L","1994-08-22","Jyv√skyl√","FIN",NA,"FIN",74,206,2012,1,22,54,1,6,7
20062007,"Clarke MacArthur","MacArthur","Clarke","BUF","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,19,3,4,7
20072008,"Clarke MacArthur","MacArthur","Clarke","BUF","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,37,8,7,15
20082009,"Clarke MacArthur","MacArthur","Clarke","BUF","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,71,17,14,31
20092010,"Clarke MacArthur","MacArthur","Clarke","BUF, ATL","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,81,16,19,35
20102011,"Clarke MacArthur","MacArthur","Clarke","TOR","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,82,21,41,62
20112012,"Clarke MacArthur","MacArthur","Clarke","TOR","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,73,20,23,43
20122013,"Clarke MacArthur","MacArthur","Clarke","TOR","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,40,8,12,20
20132014,"Clarke MacArthur","MacArthur","Clarke","OTT","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,79,24,31,55
20142015,"Clarke MacArthur","MacArthur","Clarke","OTT","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,62,16,20,36
20152016,"Clarke MacArthur","MacArthur","Clarke","OTT","L","L","1985-04-06","Lloydminster","CAN","AB","CAN",72,192,2003,3,74,4,0,0,0
20112012,"Lane MacDermid","MacDermid","Lane","BOS","L","L","1989-08-25","Hartford","USA","CT","USA",75,215,2009,4,112,5,0,0,0
20122013,"Lane MacDermid","MacDermid","Lane","BOS, DAL","L","L","1989-08-25","Hartford","USA","CT","USA",75,215,2009,4,112,9,2,0,2
20132014,"Lane MacDermid","MacDermid","Lane","DAL, CGY","L","L","1989-08-25","Hartford","USA","CT","USA",75,215,2009,4,112,7,0,2,2
20082009,"Andrew MacDonald","MacDonald","Andrew","NYI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,3,0,0,0
20092010,"Andrew MacDonald","MacDonald","Andrew","NYI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,46,1,6,7
20102011,"Andrew MacDonald","MacDonald","Andrew","NYI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,60,4,23,27
20112012,"Andrew MacDonald","MacDonald","Andrew","NYI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,75,5,14,19
20122013,"Andrew MacDonald","MacDonald","Andrew","NYI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,48,3,9,12
20132014,"Andrew MacDonald","MacDonald","Andrew","NYI, PHI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,82,4,24,28
20142015,"Andrew MacDonald","MacDonald","Andrew","PHI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,58,2,10,12
20152016,"Andrew MacDonald","MacDonald","Andrew","PHI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,28,1,7,8
20162017,"Andrew MacDonald","MacDonald","Andrew","PHI","D","L","1986-09-07","Judique","CAN","NS","CAN",73,204,2006,6,160,50,2,11,13
20022003,"Craig MacDonald","MacDonald","Craig","CAR","C","L","1977-04-07","Antigonish","CAN","NS","CAN",73,201,1996,4,88,35,1,3,4
20032004,"Craig MacDonald","MacDonald","Craig","FLA, BOS","C","L","1977-04-07","Antigonish","CAN","NS","CAN",73,201,1996,4,88,52,0,6,6
20052006,"Craig MacDonald","MacDonald","Craig","CGY","C","L","1977-04-07","Antigonish","CAN","NS","CAN",73,201,1996,4,88,25,3,2,5
20062007,"Craig MacDonald","MacDonald","Craig","CHI","C","L","1977-04-07","Antigonish","CAN","NS","CAN",73,201,1996,4,88,25,3,2,5
20072008,"Craig MacDonald","MacDonald","Craig","TBL","C","L","1977-04-07","Antigonish","CAN","NS","CAN",73,201,1996,4,88,65,2,9,11
20082009,"Craig MacDonald","MacDonald","Craig","CBJ","C","L","1977-04-07","Antigonish","CAN","NS","CAN",73,201,1996,4,88,8,1,1,2
20032004,"Jason MacDonald","MacDonald","Jason","NYR","R","R","1974-04-01","Charlottetown","CAN","PE","CAN",71,205,1992,6,142,4,0,0,0
20112012,"Maxime Macenauer","Macenauer","Maxime","ANA","C","L","1989-01-04","Laval","CAN","QC","CAN",71,188,2007,3,63,29,1,3,4
20082009,"Spencer Machacek","Machacek","Spencer","ATL","R","R","1988-10-14","Lethbridge","CAN","AB","CAN",73,200,2007,3,67,2,0,0,0
20102011,"Spencer Machacek","Machacek","Spencer","ATL","R","R","1988-10-14","Lethbridge","CAN","AB","CAN",73,200,2007,3,67,10,0,0,0
20112012,"Spencer Machacek","Machacek","Spencer","WPG","R","R","1988-10-14","Lethbridge","CAN","AB","CAN",73,200,2007,3,67,13,2,7,9
20082009,"Ray Macias","Macias","Ray","COL","D","R","1986-09-18","LongBeach","USA","CA","USA",74,195,2005,4,124,6,0,1,1
20102011,"Ray Macias","Macias","Ray","COL","D","R","1986-09-18","LongBeach","USA","CA","USA",74,195,2005,4,124,2,0,0,0
20022003,"Al MacInnis","MacInnis","Al","STL","D","R","1963-07-11","Inverness","CAN","NS","CAN",73,204,1981,1,15,80,16,52,68
20032004,"Al MacInnis","MacInnis","Al","STL","D","R","1963-07-11","Inverness","CAN","NS","CAN",73,204,1981,1,15,3,0,2,2
20082009,"Steve MacIntyre","MacIntyre","Steve","EDM","L","L","1980-08-08","Brock","CAN","SK","CAN",77,250,NA,NA,NA,22,2,0,2
20092010,"Steve MacIntyre","MacIntyre","Steve","EDM, FLA","L","L","1980-08-08","Brock","CAN","SK","CAN",77,250,NA,NA,NA,22,0,1,1
20102011,"Steve MacIntyre","MacIntyre","Steve","EDM","L","L","1980-08-08","Brock","CAN","SK","CAN",77,250,NA,NA,NA,34,0,1,1
20112012,"Steve MacIntyre","MacIntyre","Steve","PIT","L","L","1980-08-08","Brock","CAN","SK","CAN",77,250,NA,NA,NA,12,0,0,0
20122013,"Steve MacIntyre","MacIntyre","Steve","PIT","L","L","1980-08-08","Brock","CAN","SK","CAN",77,250,NA,NA,NA,1,0,0,0
20082009,"Aaron MacKenzie","MacKenzie","Aaron","COL","D","L","1981-03-07","TerraceBay","CAN","ON","CAN",73,195,NA,NA,NA,5,0,0,0
20032004,"Derek MacKenzie","MacKenzie","Derek","ATL","C","L","1981-06-11","Sudbury","CAN","ON","CAN",71,181,1999,5,128,12,0,1,1
20052006,"Derek MacKenzie","MacKenzie","Derek","ATL","C","L","1981-06-11","Sudbury","CAN","ON","CAN",71,181,1999,5,128,11,0,1,1
