"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","W","L","Ties","OTL"
20072008,"Mathieu Garon","Garon","Mathieu","EDM","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,26,18,0,1
20082009,"Mathieu Garon","Garon","Mathieu","EDM, PIT","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,8,9,0,0
20092010,"Mathieu Garon","Garon","Mathieu","CBJ","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,12,9,0,6
20102011,"Mathieu Garon","Garon","Mathieu","CBJ","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,10,14,0,6
20112012,"Mathieu Garon","Garon","Mathieu","TBL","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,23,16,0,4
20122013,"Mathieu Garon","Garon","Mathieu","TBL","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,5,9,0,2
20022003,"Martin Gerber","Gerber","Martin","ANA","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,6,11,3,1
20032004,"Martin Gerber","Gerber","Martin","ANA","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,11,12,4,2
20052006,"Martin Gerber","Gerber","Martin","CAR","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,38,14,0,6
20062007,"Martin Gerber","Gerber","Martin","OTT","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,15,9,0,3
20072008,"Martin Gerber","Gerber","Martin","OTT","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,30,18,0,4
20082009,"Martin Gerber","Gerber","Martin","OTT, TOR","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,10,14,0,1
20102011,"Martin Gerber","Gerber","Martin","EDM","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,3,0,0,0
20152016,"Christopher Gibson","Gibson","Christopher","NYI","G","L","1992-12-27","Karkkila","FIN",NA,"FIN",73,188,2011,2,49,1,1,0,1
20132014,"John Gibson","Gibson","John","ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,3,0,0,0
20142015,"John Gibson","Gibson","John","ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,13,8,0,0
20152016,"John Gibson","Gibson","John","ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,21,13,0,4
20022003,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,34,22,6,5
20032004,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,17,31,6,6
20052006,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,30,15,0,11
20062007,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,36,10,0,8
20072008,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,35,17,0,6
20082009,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,19,18,0,6
20092010,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","ANA, TOR","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,10,15,0,7
20102011,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","TOR","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,11,11,0,4
20112012,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","COL","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,15,11,0,3
20122013,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","COL","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,5,4,0,4
20132014,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","COL","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,11,6,0,1
20022003,"John Grahame","Grahame","John","BOS, TBL","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,17,14,6,1
20032004,"John Grahame","Grahame","John","TBL","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,18,9,1,2
20052006,"John Grahame","Grahame","John","TBL","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,29,22,0,1
20062007,"John Grahame","Grahame","John","CAR","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,10,13,0,2
20072008,"John Grahame","Grahame","John","CAR","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,5,7,0,1
20072008,"Thomas Greiss","Greiss","Thomas","SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,0,1,0,1
20092010,"Thomas Greiss","Greiss","Thomas","SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,7,4,0,1
20112012,"Thomas Greiss","Greiss","Thomas","SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,9,7,0,1
20122013,"Thomas Greiss","Greiss","Thomas","SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,1,4,0,0
20132014,"Thomas Greiss","Greiss","Thomas","PHX","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,10,8,0,5
20142015,"Thomas Greiss","Greiss","Thomas","PIT","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,9,6,0,3
20152016,"Thomas Greiss","Greiss","Thomas","NYI","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,23,11,0,4
20142015,"Troy Grosenick","Grosenick","Troy","SJS","G","L","1989-08-27","Brookfield","USA","WI","USA",73,185,NA,NA,NA,1,1,0,0
20122013,"Philipp Grubauer","Grubauer","Philipp","WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,0,1,0,0
20132014,"Philipp Grubauer","Grubauer","Philipp","WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,6,5,0,5
20142015,"Philipp Grubauer","Grubauer","Philipp","WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,1,0,0,0
20152016,"Philipp Grubauer","Grubauer","Philipp","WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,8,9,0,1
20132014,"Kristers Gudlevskis","Gudlevskis","Kristers","TBL","G","L","1992-07-31","Aizkraukle","LVA",NA,"LVA",75,223,2013,5,124,1,0,0,0
20152016,"Kristers Gudlevskis","Gudlevskis","Kristers","TBL","G","L","1992-07-31","Aizkraukle","LVA",NA,"LVA",75,223,2013,5,124,0,0,0,1
20092010,"Jonas Gustavsson","Gustavsson","Jonas","TOR","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,16,15,0,9
20102011,"Jonas Gustavsson","Gustavsson","Jonas","TOR","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,6,13,0,2
20112012,"Jonas Gustavsson","Gustavsson","Jonas","TOR","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,17,17,0,4
20122013,"Jonas Gustavsson","Gustavsson","Jonas","DET","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,2,2,0,1
20132014,"Jonas Gustavsson","Gustavsson","Jonas","DET","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,16,5,0,4
20142015,"Jonas Gustavsson","Gustavsson","Jonas","DET","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,3,3,0,1
20152016,"Jonas Gustavsson","Gustavsson","Jonas","BOS","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,11,9,0,1
20022003,"Jeff Hackett","Hackett","Jeff","MTL, BOS","G","L","1968-06-01","London","CAN","ON","CAN",73,198,1987,2,34,15,17,2,3
20032004,"Jeff Hackett","Hackett","Jeff","PHI","G","L","1968-06-01","London","CAN","ON","CAN",73,198,1987,2,34,10,10,6,4
20112012,"Matt Hackett","Hackett","Matt","MIN","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,3,6,0,0
20122013,"Matt Hackett","Hackett","Matt","MIN","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,0,1,0,0
20132014,"Matt Hackett","Hackett","Matt","BUF","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,1,6,0,1
20142015,"Matt Hackett","Hackett","Matt","BUF","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,0,4,0,1
20062007,"Jaroslav Halak","Halak","Jaroslav","MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,10,6,0,0
20072008,"Jaroslav Halak","Halak","Jaroslav","MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,2,1,0,1
20082009,"Jaroslav Halak","Halak","Jaroslav","MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,18,14,0,1
20092010,"Jaroslav Halak","Halak","Jaroslav","MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,26,13,0,5
20102011,"Jaroslav Halak","Halak","Jaroslav","STL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,27,21,0,7
20112012,"Jaroslav Halak","Halak","Jaroslav","STL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,26,12,0,7
20122013,"Jaroslav Halak","Halak","Jaroslav","STL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,6,5,0,1
20132014,"Jaroslav Halak","Halak","Jaroslav","STL, WSH","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,29,13,0,7
20142015,"Jaroslav Halak","Halak","Jaroslav","NYI","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,38,17,0,4
20152016,"Jaroslav Halak","Halak","Jaroslav","NYI","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,18,13,0,4
20132014,"Andrew Hammond","Hammond","Andrew","OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",74,215,NA,NA,NA,0,0,0,0
20142015,"Andrew Hammond","Hammond","Andrew","OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",74,215,NA,NA,NA,20,1,0,2
20152016,"Andrew Hammond","Hammond","Andrew","OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",74,215,NA,NA,NA,7,11,0,4
20022003,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,0,0,0,0
20052006,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,2,1,0,0
20062007,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,3,2,0,1
20072008,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,11,15,0,2
20082009,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,3,9,0,1
20092010,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,9,12,0,0
20112012,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,13,12,0,4
20122013,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,1,1,0,0
20132014,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,18,7,0,3
20032004,"Dominik Hasek","Hasek","Dominik","DET","G","L","1965-01-29","Pardubice","CZE",NA,"CZE",73,166,1983,10,199,8,3,2,0
20052006,"Dominik Hasek","Hasek","Dominik","OTT","G","L","1965-01-29","Pardubice","CZE",NA,"CZE",73,166,1983,10,199,28,10,0,4
20062007,"Dominik Hasek","Hasek","Dominik","DET","G","L","1965-01-29","Pardubice","CZE",NA,"CZE",73,166,1983,10,199,38,11,0,6
20072008,"Dominik Hasek","Hasek","Dominik","DET","G","L","1965-01-29","Pardubice","CZE",NA,"CZE",73,166,1983,10,199,27,10,0,3
20052006,"Adam Hauser","Hauser","Adam","LAK","G","L","1980-05-27","Bovey","USA","MN","USA",74,192,1999,3,81,0,0,0,0
20022003,"Johan Hedberg","Hedberg","Johan","PIT","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,14,22,4,3
20032004,"Johan Hedberg","Hedberg","Johan","VAN","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,8,6,2,2
20052006,"Johan Hedberg","Hedberg","Johan","DAL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,12,4,0,1
20062007,"Johan Hedberg","Hedberg","Johan","ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,9,4,0,2
20072008,"Johan Hedberg","Hedberg","Johan","ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,14,15,0,3
20082009,"Johan Hedberg","Hedberg","Johan","ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,13,12,0,3
20092010,"Johan Hedberg","Hedberg","Johan","ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,21,16,0,6
20102011,"Johan Hedberg","Hedberg","Johan","NJD","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,15,12,0,2
20112012,"Johan Hedberg","Hedberg","Johan","NJD","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,17,7,0,2
20122013,"Johan Hedberg","Hedberg","Johan","NJD","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,6,10,0,3
20132014,"Calvin Heeter","Heeter","Calvin","PHI","G","L","1988-11-02","StLouis","USA","MO","USA",76,195,NA,NA,NA,0,0,0,1
20082009,"Riku Helenius","Helenius","Riku","TBL","G","L","1988-03-01","Palkane","FIN",NA,"FIN",75,211,2006,1,15,0,0,0,0
20132014,"Magnus Hellberg","Hellberg","Magnus","NSH","G","L","1991-04-04","Uppsala","SWE",NA,"SWE",78,209,2011,2,38,0,0,0,0
20152016,"Magnus Hellberg","Hellberg","Magnus","NYR","G","L","1991-04-04","Uppsala","SWE",NA,"SWE",78,209,2011,2,38,0,0,0,0
20152016,"Connor Hellebuyck","Hellebuyck","Connor","WPG","G","L","1993-05-19","Commerce","USA","MI","USA",76,207,2012,5,130,13,11,0,1
20072008,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,10,7,0,1
20082009,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,23,15,0,1
20092010,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,30,23,0,4
20102011,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,26,16,0,3
20112012,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,29,30,0,12
20122013,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,15,6,0,4
20132014,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,29,13,0,7
20142015,"Jonas Hiller","Hiller","Jonas","CGY","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,26,19,0,4
20152016,"Jonas Hiller","Hiller","Jonas","CGY","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,9,11,0,1
20022003,"Corey Hirsch","Hirsch","Corey","DAL","G","L","1972-07-01","MedicineHat","CAN","AB","CAN",70,170,1991,8,169,0,1,0,0
20022003,"Milan Hnilicka","Hnilicka","Milan","ATL","G","L","1973-06-25","Litome","CZE",NA,"CZE",73,190,1991,4,70,4,13,1,0
20032004,"Milan Hnilicka","Hnilicka","Milan","LAK","G","L","1973-06-25","Litome","CZE",NA,"CZE",73,190,1991,4,70,0,1,0,0
20022003,"Jamie Hodson","Hodson","Jamie","TOR","G","L","1980-04-08","Brandon","CAN","MB","CAN",74,205,1998,3,69,0,0,0,0
20022003,"Kevin Hodson","Hodson","Kevin","TBL","G","L","1972-03-27","Winnipeg","CAN","MB","CAN",72,182,NA,NA,NA,0,3,1,0
20022003,"Johan Holmqvist","Holmqvist","Johan","NYR","G","L","1978-05-24","Tolfta","SWE",NA,"SWE",75,198,1997,7,175,0,1,0,0
20062007,"Johan Holmqvist","Holmqvist","Johan","TBL","G","L","1978-05-24","Tolfta","SWE",NA,"SWE",75,198,1997,7,175,27,15,0,3
20072008,"Johan Holmqvist","Holmqvist","Johan","TBL, DAL","G","L","1978-05-24","Tolfta","SWE",NA,"SWE",75,198,1997,7,175,21,16,0,6
20052006,"Chris Holt","Holt","Chris","NYR","G","L","1985-06-05","Vancouver","CAN","BC","CAN",75,229,2003,6,180,0,0,0,0
20082009,"Chris Holt","Holt","Chris","STL","G","L","1985-06-05","Vancouver","CAN","BC","CAN",75,229,2003,6,180,0,0,0,0
20102011,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,10,2,0,2
20112012,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,4,2,0,1
20122013,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,23,12,0,1
20132014,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,23,15,0,4
20142015,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,41,20,0,10
20152016,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,48,9,0,7
20062007,"Martin Houle","Houle","Martin","PHI","G","L","1985-02-12","Montreal","CAN","QC","CAN",71,180,2004,8,232,0,0,0,0
20052006,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,1,2,0,0
20072008,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,0,2,0,0
20082009,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,0,1,0,0
20092010,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,37,15,0,10
20102011,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,37,17,0,5
20112012,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,35,17,0,4
20122013,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,21,13,0,7
20132014,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,21,19,0,11
20142015,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,23,13,0,11
20152016,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,14,14,0,5
20022003,"Cristobal Huet","Huet","Cristobal","LAK","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,4,4,1,2
20032004,"Cristobal Huet","Huet","Cristobal","LAK","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,10,16,10,3
20052006,"Cristobal Huet","Huet","Cristobal","MTL","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,18,11,0,4
20062007,"Cristobal Huet","Huet","Cristobal","MTL","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,19,16,0,3
20072008,"Cristobal Huet","Huet","Cristobal","MTL, WSH","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,32,14,0,6
20082009,"Cristobal Huet","Huet","Cristobal","CHI","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,20,15,0,4
20092010,"Cristobal Huet","Huet","Cristobal","CHI","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,26,14,0,4
20112012,"Shawn Hunwick","Hunwick","Shawn","CBJ","G","L","1987-04-09","SterlingHeights","USA","MI","USA",67,166,NA,NA,NA,0,0,0,0
20022003,"Jani Hurme","Hurme","Jani","FLA","G","L","1975-01-07","Turku","FIN",NA,"FIN",72,195,1997,3,58,4,11,6,3
20132014,"Michael Hutchinson","Hutchinson","Michael","WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,2,1,0,0
20142015,"Michael Hutchinson","Hutchinson","Michael","WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,21,10,0,5
20152016,"Michael Hutchinson","Hutchinson","Michael","WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,9,15,0,3
20122013,"Carter Hutton","Hutton","Carter","CHI","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,195,NA,NA,NA,0,1,0,0
20132014,"Carter Hutton","Hutton","Carter","NSH","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,195,NA,NA,NA,20,11,0,4
20142015,"Carter Hutton","Hutton","Carter","NSH","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,195,NA,NA,NA,6,7,0,4
20152016,"Carter Hutton","Hutton","Carter","NSH","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,195,NA,NA,NA,7,5,0,4
20022003,"Arturs Irbe","Irbe","Arturs","CAR","G","L","1967-02-02","Riga","LVA",NA,"LVA",68,190,1989,10,196,7,24,2,1
20032004,"Arturs Irbe","Irbe","Arturs","CAR","G","L","1967-02-02","Riga","LVA",NA,"LVA",68,190,1989,10,196,5,2,1,0
20112012,"Leland Irving","Irving","Leland","CGY","G","L","1988-04-11","Barrhead","CAN","AB","CAN",72,177,2006,1,26,1,3,0,3
20122013,"Leland Irving","Irving","Leland","CGY","G","L","1988-04-11","Barrhead","CAN","AB","CAN",72,177,2006,1,26,2,1,0,1
20022003,"Brent Johnson","Johnson","Brent","STL","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,16,13,5,4
20032004,"Brent Johnson","Johnson","Brent","STL, PHX","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,5,9,2,1
20052006,"Brent Johnson","Johnson","Brent","WSH","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,9,12,0,1
20062007,"Brent Johnson","Johnson","Brent","WSH","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,6,15,0,7
20072008,"Brent Johnson","Johnson","Brent","WSH","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,7,8,0,2
20082009,"Brent Johnson","Johnson","Brent","WSH","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,12,6,0,2
20092010,"Brent Johnson","Johnson","Brent","PIT","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,10,6,0,1
20102011,"Brent Johnson","Johnson","Brent","PIT","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,13,5,0,3
20112012,"Brent Johnson","Johnson","Brent","PIT","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,6,7,0,2
20092010,"Chad Johnson","Johnson","Chad","NYR","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,1,2,0,1
20102011,"Chad Johnson","Johnson","Chad","NYR","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,0,0,0,0
20122013,"Chad Johnson","Johnson","Chad","PHX","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,2,0,0,2
20132014,"Chad Johnson","Johnson","Chad","BOS","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,17,4,0,3
20142015,"Chad Johnson","Johnson","Chad","NYI","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,8,8,0,1
20152016,"Chad Johnson","Johnson","Chad","BUF","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,22,16,0,4
20132014,"Martin Jones","Jones","Martin","LAK","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,190,NA,NA,NA,12,6,0,0
20142015,"Martin Jones","Jones","Martin","LAK","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,190,NA,NA,NA,4,5,0,2
20152016,"Martin Jones","Jones","Martin","SJS","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,190,NA,NA,NA,37,23,0,4
20022003,"Curtis Joseph","Joseph","Curtis","DET","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,34,19,6,3
20032004,"Curtis Joseph","Joseph","Curtis","DET","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,16,10,3,2
20052006,"Curtis Joseph","Joseph","Curtis","PHX","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,32,21,0,3
20062007,"Curtis Joseph","Joseph","Curtis","PHX","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,18,31,0,2
20072008,"Curtis Joseph","Joseph","Curtis","CGY","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,3,2,0,0
20082009,"Curtis Joseph","Joseph","Curtis","TOR","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,5,9,0,1
20102011,"Henrik Karlsson","Karlsson","Henrik","CGY","G","L","1983-11-27","Tumba","SWE",NA,"SWE",78,209,NA,NA,NA,4,5,0,6
20112012,"Henrik Karlsson","Karlsson","Henrik","CGY","G","L","1983-11-27","Tumba","SWE",NA,"SWE",78,209,NA,NA,NA,1,4,0,2
